Course Code,Department
22AG040-TECHNOLOGY OF SEED PROCESSING,AGRI
22AI043-PYTHON FOR DATA SCIENCE,AIDS
22AI043-PYTHON FOR DATA SCIENCE,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AI043-PYTHON FOR DATA SCIENCE,AIDS
22AI043-PYTHON FOR DATA SCIENCE,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AI043-PYTHON FOR DATA SCIENCE,AIDS
22AI002-UI AND UX DESIGN,AIDS
22AM002-UI AND UX DESIGN,AIML
22AM027-MOBILE AND WEB APPLICATION,AIML
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT012-BIODIVERSITY AND AGROFORESTRY,BT
22BT012-BIODIVERSITY AND AGROFORESTRY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT012-BIODIVERSITY AND AGROFORESTRY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22BT012-BIODIVERSITY AND AGROFORESTRY,BT
22BT003-ENVIRONMENTAL BIOTECHNOLOGY,BT
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CB031-INTRODUCTION TO INNOVATION IP MANAGEMENT AND ENTREPRENEURSHIP,CSBS
22CS008-UI AND UX DESIGN,CSE
22CS008-UI AND UX DESIGN,CSE
22CS007-AGILE SOFTWARE DEVELOPMENT,CSE
22CS039-INTERNET OF THINGS,CSE
22CS008-UI AND UX DESIGN,CSE
22CS008-UI AND UX DESIGN,CSE
22CS008-UI AND UX DESIGN,CSE
22CS039-INTERNET OF THINGS,CSE
22CS039-INTERNET OF THINGS,CSE
22CS008-UI AND UX DESIGN,CSE
22CS008-UI AND UX DESIGN,CSE
22CS007-AGILE SOFTWARE DEVELOPMENT,CSE
22CS039-INTERNET OF THINGS,CSE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE033-ILLUMINATION ENGINEERING,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EE007-ADVANCED POWER SEMICONDUCTOR DEVICES,EEE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC040-PYTHON PROGRAMMING FOR AI AND ML,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EC001-ADVANCED PROCESSOR ARCHITECTURES,ECE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22EI014-ANALYTICAL INSTRUMENTS,EIE
22IT008-UI AND UX DESIGN,IT
22IT007-AGILE SOFTWARE DEVELOPMENT,IT
22IT008-UI AND UX DESIGN,IT
22IT007-AGILE SOFTWARE DEVELOPMENT,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT007-AGILE SOFTWARE DEVELOPMENT,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT007-AGILE SOFTWARE DEVELOPMENT,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT008-UI AND UX DESIGN,IT
22IT007-AGILE SOFTWARE DEVELOPMENT,IT
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22ME001-CONCEPTS OF ENGINEERING DESIGN,MECH
22MC013-ELECTRIC AND HYBRID VEHICLES,MTRS
22MC013-ELECTRIC AND HYBRID VEHICLES,MTRS
22MC013-ELECTRIC AND HYBRID VEHICLES,MTRS
22MC013-ELECTRIC AND HYBRID VEHICLES,MTRS
22MC013-ELECTRIC AND HYBRID VEHICLES,MTRS
22AG401 - CROP PRODUCTION TECHNOLOGY,AGRI
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AI401 - APPLIED LINEAR ALGEBRA,AIDS
22AM401 - APPLIED LINEAR ALGEBRA,AIML
22AM401 - APPLIED LINEAR ALGEBRA,AIML
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22BT401 - BIOORGANIC CHEMISTRY,BT
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CB401 - OPERATING SYSTEMS,CSBS
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
22CS401 - DISCRETE MATHEMATICS,CSE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
"22EE401 - POWER GENERATION, TRANSMISSION AND DISTRIBUTION",EEE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
22EC401 - SIGNALS AND SYSTEMS,ECE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
"22EI401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",EIE
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22IT401 - DISCRETE MATHEMATICS,IT
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
22ME401 - KINEMATICS AND DYNAMICS OF MACHINERY,MECH
"22MC401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",MTRS
"22MC401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",MTRS
"22MC401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",MTRS
"22MC401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",MTRS
"22MC401 - PROBABILITY, STATISTICS AND RANDOM PROCESS",MTRS
22AG402 - HEAT AND MASS TRANSFER,AGRI
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AI402 - DATA STRUCTURES II,AIDS
22AM402 - DATA STRUCTURES II,AIML
22AM402 - DATA STRUCTURES II,AIML
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22BT402 - HEAT AND MASS TRANSFER,BT
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CB402 - SOFTWARE ENGINEERING,CSBS
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22CS402 - DATA STRUCTURES II,CSE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EE402 - ELECTRICAL MACHINES II,EEE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EC402 - ANALOG COMMUNICATION,ECE
22EI402 - SENSORS AND TRANSDUCER,EIE
22EI402 - SENSORS AND TRANSDUCER,EIE
22EI402 - SENSORS AND TRANSDUCER,EIE
22EI402 - SENSORS AND TRANSDUCER,EIE
22EI402 - SENSORS AND TRANSDUCER,EIE
22EI402 - SENSORS AND TRANSDUCER,EIE
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22IT402 - DATA STRUCTURES II,IT
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22ME402 - SENSORS AND TRANSDUCER,MECH
22MC402 - SENSORS AND TRANSDUCER,MTRS
22MC402 - SENSORS AND TRANSDUCER,MTRS
22MC402 - SENSORS AND TRANSDUCER,MTRS
22MC402 - SENSORS AND TRANSDUCER,MTRS
22MC402 - SENSORS AND TRANSDUCER,MTRS
22AG403 - STRENGTH OF MATERIALS,AGRI
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AI403 - OPERATING SYSTEMS,AIDS
22AM403 - OPERATING SYSTEMS,AIML
22AM403 - OPERATING SYSTEMS,AIML
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22BT403 - CELL AND MOLECULAR BIOLOGY,BT
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CB403 - DESIGN AND ANALYSIS OF ALGORITHMS,CSBS
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22CS403 - OPERATING SYSTEMS,CSE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EE403 - MEASUREMENT AND INSTRUMENTATION,EEE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
22EC403 - ELECTROMAGNETIC FIELDS AND WAVEGUIDES,ECE
